,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
776,Phegopteris connectilis,hengeving,10,Phegopteris connectilis,,135297,103919,Phegopteris connectilis,(Michx.) Watt,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Thelypteridaceae Phegopteris,hengeving,hengjeveng,,2651330
777,Philonotis calcarea,kalkkildemose,2,Philonotis calcarea,,63977,104017,Philonotis calcarea,(Bruch & Schimp.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Philonotis,,,,Plantae Bryophyta Bryopsida Bartramiales Bartramiaceae Philonotis,kalkkildemose,kalkkjeldemose,,2676091
778,Philonotis fontana,teppekildemose,8,Philonotis fontana,,63978,104018,Philonotis fontana,(Hedw.) Brid.,species,,,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Philonotis,,,,Plantae Bryophyta Bryopsida Bartramiales Bartramiaceae Philonotis,teppekildemose,teppekjeldemose,,2676100
779,Philonotis spp.,kildemose,3,Philonotis,,63974,104014,Philonotis,,genus,,,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,,,,,Plantae Bryophyta Bryopsida Bartramiales Bartramiaceae,kildemoseslekta,kjeldemoseslekta,,2676069
780,Phippsia algida,snøgras,6,Phippsia algida,,135307,100122,Phippsia algida,(Sol.) R.Br.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phippsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phippsia,snøgras,snøgras,,5290056
781,Phippsia concinna,sprikesnøgras,2,Phippsia concinna,,135309,100123,Phippsia concinna,(Th.Fr.) Lindeb.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phippsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phippsia,sprikesnøgras,sprikjesnøgras,,5290058
782,Phleum alpinum,fjelltimotei,12,Phleum alpinum,,135316,100125,Phleum alpinum,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phleum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phleum,fjelltimotei,fjelltimotei,,2706012
783,Phleum pratense ssp. pratense,engtimotei,5,Phleum pratense pratense,,135326,100130,Phleum pratense pratense,,subspecies,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phleum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phleum Phleum pratense,engtimotei,engtimotei,,2706008
784,Phragmites australis,takrør,10,Phragmites australis,,135339,100132,Phragmites australis,(Cav.) Trin. ex Steud.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phragmites,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phragmites,takrør,takrøyr,,5290149
785,Phyllodoce caerulea,blålyng,10,Phyllodoce caerulea,,135356,101806,Phyllodoce caerulea,(L.) Bab.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Phyllodoce,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Phyllodoce,blålyng,blålyng,,5333379
786,Physcia caesia,hoderosettlav,5,Physcia caesia,,49698,73725,Physcia caesia,(Hoffm.) Fürnr.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Physcia,hoderosettlav,,,2608920
787,Physcia dubia,fuglesteinlav,5,Physcia dubia,,49710,73737,Physcia dubia,(Hoffm.) Lettau,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Physcia,fuglesteinlav,,,2608913
788,Physconia detersa,brundogglav,1,Physconia detersa,,49769,73796,Physconia detersa,(Nyl.) Poelt,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Physconia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Physconia,brundogglav,,,2609409
789,Physconia muscigena,kalkdogglav,4,Physconia muscigena,,49779,73806,Physconia muscigena,(Ach.) Poelt,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Physconia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Physconia,kalkdogglav,,,2609428
790,Picea abies,gran,22,Picea abies,,144820,103807,Picea abies,(L.) H.Karst.,species,,,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Picea,,,,Plantae Pinophyta Pinopsida Pinales Pinaceae Picea,gran,gran,,5284884
791,Pilosella lactucella,aurikkelsveve,2,Pilosella lactucella,,135395,143534,Pilosella lactucella,(Wallr.) P.D.Sell & C.West,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Pilosella,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Pilosella,aurikkelsveve,aurikkelsvæve,,3123347
792,Pilosella officinarum,hårsveve,15,Pilosella officinarum,,102621,143537,Pilosella officinarum,Vaill.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Pilosella,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Pilosella,hårsveve,hårsvæve,,
793,Pimpinella saxifraga,gjeldkarve,12,Pimpinella saxifraga,,60318,100358,Pimpinella saxifraga,L.,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Pimpinella,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Pimpinella,gjeldkarve,gjeldkarve,,5371873
794,Pinguicula vulgaris,tettegras,13,Pinguicula vulgaris,,62356,102396,Pinguicula vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lentibulariaceae,Pinguicula,,,,Plantae Magnoliophyta Eudicots Lamiales Lentibulariaceae Pinguicula,tettegras,tettegras,,5415065
795,Pinus sylvestris,furu,23,Pinus sylvestris,,135419,103825,Pinus sylvestris,L.,species,,,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus,,,,Plantae Pinophyta Pinopsida Pinales Pinaceae Pinus,furu,furu,,5285637
796,Plagiochila asplenioides,prakthinnemose,3,Plagiochila asplenioides,,65312,105352,Plagiochila asplenioides,(L. Emend. Taylor) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Plagiochilaceae Plagiochila,prakthinnemose,prakthinnemose,,2688970
797,Plagiomnium affine,skogfagermose,7,Plagiomnium affine,,64093,104133,Plagiomnium affine,(Blandow ex Funck) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,skogfagermose,skogfagermose,,2677623
798,Plagiomnium cuspidatum,broddfagermose,5,Plagiomnium cuspidatum,,64095,104135,Plagiomnium cuspidatum,(Hedw.) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,broddfagermose,broddfagermose,,2677629
799,Plagiomnium elatum,kalkfagermose,7,Plagiomnium elatum,,64096,104136,Plagiomnium elatum,(Bruch & Schimp.) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,kalkfagermose,kalkfagermose,,2677632
800,Plagiomnium ellipticum,sumpfagermose,1,Plagiomnium ellipticum,,64097,104137,Plagiomnium ellipticum,(Brid.) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,sumpfagermose,sumpfagermose,,2677642
801,Plagiomnium medium,krattfagermose,1,Plagiomnium medium,,64098,104138,Plagiomnium medium,(Bruch & Schimp.) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,krattfagermose,krattfagermose,,2677639
802,Plagiomnium spp.,fagermoser,1,Plagiomnium,,64092,104132,Plagiomnium,,genus,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae,fagermoseslekta,fagermoseslekta,,2677619
803,Plagiomnium undulatum,krusfagermose,1,Plagiomnium undulatum,,64100,104140,Plagiomnium undulatum,(Hedw.) T.J.Kop.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Plagiomnium,krusfagermose,krusfagermose,,2677622
804,Plagiothecium laetum agg.,glansjamnemose,1,Plagiothecium laetum,,64717,104757,Plagiothecium laetum,Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium,,,,Plantae Bryophyta Bryopsida Hypnales Plagiotheciaceae Plagiothecium,glansjamnemose,glansjamnemose,,5283502
805,Plagiothecium undulatum,kystjamnemose,2,Plagiothecium undulatum,,64724,104764,Plagiothecium undulatum,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium,,,,Plantae Bryophyta Bryopsida Hypnales Plagiotheciaceae Plagiothecium,kystjamnemose,kystjamnemose,,5710930
806,Plantago lanceolata,smalkjempe,10,Plantago lanceolata,,62492,102532,Plantago lanceolata,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Plantago,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Plantago,smalkjempe,smalkjempe,,3189736
807,Plantago major,groblad,12,Plantago major,,62493,102533,Plantago major,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Plantago,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Plantago,groblad,groblad,,3189767
808,Plantago maritima,strandkjempe,12,Plantago maritima,,62496,102536,Plantago maritima,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Plantago,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Plantago,strandkjempe,strandkjempe,,3189755
809,Plantago media,dunkjempe,7,Plantago media,,62499,102539,Plantago media,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Plantago,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Plantago,dunkjempe,dunkjempe,,3189747
810,Platanthera bifolia,nattfiol,1,Platanthera bifolia,,135457,99543,Platanthera bifolia,(L.) Rich.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Platanthera,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Platanthera,nattfiol,nattfiol,,2798242
811,Platanthera montana,grov nattfiol,3,Platanthera montana,,135470,99546,Platanthera montana,(F.W.Schmidt) Rchb.f.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Platanthera,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Platanthera,grov nattfiol,grov nattfiol,,
812,Pleopsidium chlorophanum,puteklorlav,1,Pleopsidium chlorophanum,,46406,70433,Pleopsidium chlorophanum,(Wahlenb.) Zopf,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Pleopsidium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Pleopsidium,puteklorlav,,,2600577
813,Pleurocladula albescens,bremose,7,Pleurocladula albescens,,65090,105130,Pleurocladula albescens,(Hook.) Grolle,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Pleurocladula,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Cephaloziaceae Pleurocladula,bremose,bremose,,
814,Pleuropogon sabinei,sabinegras,2,Pleuropogon sabinei,,100398,141632,Pleuropogon sabinei,R.Br.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Pleuropogon,,,,Plantae Magnoliophyta Monocots Poales Poaceae Pleuropogon,sabinegras,sabinegras,,2704806
815,Pleurozium schreberi,furumose,46,Pleurozium schreberi,,64606,104646,Pleurozium schreberi,(Willd. ex Brid.) Mitt.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Pleurozium,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Pleurozium,furumose,furumose,,2679715
816,Poa abbreviata,puterapp,2,Poa abbreviata,,145094,100136,Poa abbreviata,R.Br.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,puterapp,puterapp,,2704323
817,Poa alpigena,seterrapp,2,Poa alpigena,,145098,159356,Poa alpigena,Lindm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,seterrapp,seterrapp,,4270535
818,Poa alpina,fjellrapp,27,Poa alpina,,60097,100137,Poa alpina,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,fjellrapp,fjellrapp,,2704234
819,Poa annua,tunrapp,11,Poa annua,,60100,100140,Poa annua,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,tunrapp,tunrapp,,2704179
820,Poa arctica,jervrapp,3,Poa arctica,,135488,100141,Poa arctica,R.Br.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,jervrapp,jervrapp,,2704207
821,Poa compressa,flatrapp,1,Poa compressa,,135507,100151,Poa compressa,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,flatrapp,flatrapp,,2704265
822,Poa flexuosa,mykrapp,3,Poa flexuosa,,135512,126316,Poa flexuosa,Sm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,mykrapp,mjukrapp,,2704227
823,Poa glauca,blårapp,4,Poa glauca,,135520,100152,Poa glauca,Vahl,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,blårapp,blårapp,,2704218
824,Poa hartzii,strirapp,1,Poa hartzii,,135523,100153,Poa hartzii,Gand.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,strirapp,strirapp,,2704306
825,Poa humilis,smårapp,1,Poa humilis,,145155,159361,Poa humilis,Ehrh. ex Hoffm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,smårapp,smårapp,,4120665
826,Poa nemoralis,lundrapp,6,Poa nemoralis,,145149,100159,Poa nemoralis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,lundrapp,lundrapp,,2704300
827,Poa palustris,myrrapp,3,Poa palustris,,135540,100160,Poa palustris,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,myrrapp,myrrapp,,2704261
828,Poa pratensis,engrapp,19,Poa pratensis,,145168,100161,Poa pratensis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,engrapp,engrapp,,2704178
829,Poa trivialis,markrapp,13,Poa trivialis,,60129,100169,Poa trivialis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,,,,Plantae Magnoliophyta Monocots Poales Poaceae Poa,markrapp,markrapp,,2704266
830,Pohlia drummondii,rødknoppnikke,18,Pohlia drummondii,,64065,104105,Pohlia drummondii,(Müll.Hal.) A.L.Andrews,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Pohlia,rødknoppnikke,raudknoppnikke,,5282607
831,Pohlia nutans,vegnikke,12,Pohlia nutans,,64074,104114,Pohlia nutans,(Hedw.) Lindb.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Pohlia,vegnikke,vegnikke,,5282610
832,Pohlia wahlenbergii,kaldnikke,15,Pohlia wahlenbergii,,64081,104121,Pohlia wahlenbergii,(F.Weber & D.Mohr) A.L.Andrews,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Pohlia,kaldnikke,kaldnikke,,5282635
833,Polemonium caeruleum,fjellflokk,1,Polemonium caeruleum,,135598,101865,Polemonium caeruleum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Polemoniaceae,Polemonium,,,,Plantae Magnoliophyta Eudicots Ericales Polemoniaceae Polemonium,fjellflokk,fjellflokk,,2927850
834,Polygala amarella,bitterblåfjær,1,Polygala amarella,,135606,102124,Polygala amarella,Crantz,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Polygalaceae,Polygala,,,,Plantae Magnoliophyta Eudicots Fabales Polygalaceae Polygala,bitterblåfjær,bitterblåfjør,,7293605
835,Polygala serpyllifolia,heiblåfjær,2,Polygala serpyllifolia,,135609,102125,Polygala serpyllifolia,Hosé,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Polygalaceae,Polygala,,,,Plantae Magnoliophyta Eudicots Fabales Polygalaceae Polygala,heiblåfjær,heiblåfjør,,3191414
836,Polygala vulgaris,storblåfjær,7,Polygala vulgaris,,135611,102126,Polygala vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Polygalaceae,Polygala,,,,Plantae Magnoliophyta Eudicots Fabales Polygalaceae Polygala,storblåfjær,storblåfjør,,3191374
837,Polygonatum odoratum,kantkonvall,6,Polygonatum odoratum,,135621,99560,Polygonatum odoratum,(Mill.) Druce,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Polygonatum,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Polygonatum,kantkonvall,kantkonvall,,2770228
838,Polygonatum verticillatum,kranskonvall,3,Polygonatum verticillatum,,135622,99561,Polygonatum verticillatum,(L.) All.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Polygonatum,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Polygonatum,kranskonvall,kranskonvall,,2770004
839,Polygonum aviculare,tungras,7,Polygonum aviculare,,62896,102936,Polygonum aviculare,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Polygonum,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Polygonum,tungras,tungras,,5334400
840,Polypodium vulgare,sisselrot,3,Polypodium vulgare,,63874,103914,Polypodium vulgare,L.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Polypodiaceae Polypodium,sisselrot,sisselrot,,5274951
841,Polystichum lonchitis,taggbregne,1,Polystichum lonchitis,,135675,103910,Polystichum lonchitis,(L.) Roth,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Dryopteridaceae Polystichum,taggbregne,taggbregne,,2651113
842,Polytrichastrum alpinum,fjellbinnemose,16,Polytrichastrum alpinum,,64815,104855,Polytrichastrum alpinum,(Hedw.) G.L.Sm.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichastrum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichastrum,fjellbinnemose,fjellbinnemose,,2682930
843,Polytrichastrum formosum,kystbinnemose,1,Polytrichastrum formosum,,64816,104856,Polytrichastrum formosum,(Hedw.) G.L.Sm.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichastrum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichastrum,kystbinnemose,kystbinnemose,,2682934
844,Polytrichastrum sexangulare,snøbinnemose,13,Polytrichastrum sexangulare,,64819,104859,Polytrichastrum sexangulare,(Brid.) G.L.Sm.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichastrum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichastrum,snøbinnemose,snøbinnemose,,2682935
845,Polytrichum commune,storbjørnemose,15,Polytrichum commune,,64821,104861,Polytrichum commune,Hedw.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichum,storbjørnemose,storbjørnemose,,2683084
846,Polytrichum juniperinum,einerbjørnemose,24,Polytrichum juniperinum,,64824,104864,Polytrichum juniperinum,Hedw.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichum,einerbjørnemose,einerbjørnemose,,2683092
847,Polytrichum piliferum,rabbebjørnemose,13,Polytrichum piliferum,,64825,104865,Polytrichum piliferum,Hedw.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichum,rabbebjørnemose,rabbebjørnemose,,2683058
848,Polytrichum strictum,filtbjørnemose,5,Polytrichum strictum,,64826,104866,Polytrichum strictum,Menzies ex Brid.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Polytrichum,filtbjørnemose,filtbjørnemose,,2683060
849,Populus tremula,osp,1,Populus tremula,,62601,102641,Populus tremula,L.,species,,,Plantae,Magnoliophyta,Eudicots,Malpighiales,Salicaceae,Populus,,,,Plantae Magnoliophyta Eudicots Malpighiales Salicaceae Populus,osp,osp,,3040249
850,Potentilla anserina ssp. anserina,gåsemure,9,Potentilla anserina anserina,,145322,143604,Potentilla anserina anserina,,subspecies,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Potentilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Potentilla Potentilla anserina,gåsemure,gåsemure,,6369195
851,Potentilla anserina ssp. groenlandica,eskimomure,1,Potentilla anserina groenlandica,,145323,143605,Potentilla anserina groenlandica,Tratt.,subspecies,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Potentilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Potentilla Potentilla anserina,eskimomure,eskimomure,,6560040
852,Potentilla argentea,sølvmure,5,Potentilla argentea,,145324,103342,Potentilla argentea,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Potentilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Potentilla,sølvmure,sølvmure,,5365359
853,Potentilla crantzii,flekkmure,25,Potentilla crantzii,,135810,103345,Potentilla crantzii,(Crantz) Beck ex Fritsch,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Potentilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Potentilla,flekkmure,flekkmure,,5366215
