language_id|majorType_id|name|description
nb|V3|Nedbørsmyr|Nedbørsmyr skiller seg fra jordvannsmyr ved at overflatetorva ikke har kontakt med jordvann, slik at artene bare før tilført vann og mineralnæring via nedbøren. Innholdet av mineralnæringsstoffer i nedbøren, og dermed mineralnæringsinnhold, pH etc., varierer regionalt med avstand til kysten, framherskende vindretninger og tilførsler av N m.m. gjennom lufttransporterte forurensninger. Ombrogen torv (nedbørsmyrtorv) er imidlertid alltid fattigere på mineralnæring og N enn de mest kalkfattige jordvannsmyrer i samme område. Nedbørsmyr kjennetegnes av en artsfattig flora og fauna, og er stort sett negativt karakterisert i forhold til kalkfattige jordvannsmyrer ved mangel på såkalte fastmarksvann-indikatorer, det vil si arter som bare finnes på steder som tilføres fastmarksvann (= jordvann). Nedbørsmyr dannes over lang tid ved at torvlagene bygger seg så mektige at vann fra fastmarka hindres i å spre seg utover myra (kompakt torv gir effektiv oppdemming mot vann fra sidene) og så høyt over omgivelsene at grunnvannsspeilet hever seg over omgivelsenes grunnvannsspeil. Nedbørsmyr har samme grunnleggende økosystemstruktur som jordvannsmyr, men mineralnæringsfattigdommen gjør at næringsstoff-sirkulasjonen er enda ‘tettere’. I stor grad resirkuleres næringsstoffene i torvmoselaget. Mange tilpasninger til et næringsfattig miljø finnes, eksemplifisert ved de kjøttetende soldogg-artene (Drosera spp.) som utnytter insekter som ekstra nitrogenkilde.
en|V4|Spring|Spring comprises wetlands characterized by strong spring-water influence (constancy throughout the year of flow and chemical composition of water with high concentration of dissolved O2 and temperature near the annual mean temperature of the area). In addition to the strength of spring-water influence, springs show variation related to lime richness. Springs can be divided into two categories; peaty springs and shallow springs without peat formation.
nb|V4|Kaldkilde|Sterk kaldkilde omfatter våtmarkssystemer med klar kildevannspåvirkning (svake, ustabile og stabile kilder), med arter som har tyngdepunkt i kilder [’(egentlige) kildearter’] som et framtredende innslag. Kaldkilder kjennetegnes ved mer eller mindre stabilt framspring av kaldt grunnvann med egenskaper som ofte omtales som ‘kildevannsegenskaper’ eller ‘kildekarakter’, men som fortsatt ikke er godt klarlagt. De mest typiske kaldkildene er de stabile (eustatiske kildene; KI∙2), med stabil utstrømming av vann med gjennomsnittstemperatur nær årsmiddeltemperaturen for øvre jordlag i området. Sterk kaldkilde omfatter variasjonen fra grunnkilder uten torvdannelse (KT∙1) til djuptorvkilder (KT∙2), men forskjellen mellom grunn- og djupkilder kunne like gjerne vært beskrevet som kontrasten mellom IO∙b¤ [høyt nok innhold av organisk materiale (IO) til å tilfredsstille definisjonen av torvmark, i kontrast til IO∙0a]. Grunnkilder forekommer oftest som oppkommer omgitt av fastmark, mens djupkilder oftest forekommer i våtmarksmassiv, gjerne i overkanten av bakkemyrer mot fastmark. Framspring av kildevann kan være vanntilførselen som initierer myrdannelse. Kaldkilder forekommer først og fremst i skrånende terreng, gjerne like under vendepunktet i lisidene (der terrenget begynner å flate ut under lisidas bratteste parti), og er vanligst i deler av landet med stort relativt relieff opp mot og i fjellet.
en|V5|Thermal spring|Thermal springs differ from (cold) springs (V4) by the continuous flow of geothermally heated groundwater, i.e. water with sufficiently high average annual water temperature compared to the adjacent soils that a substantial difference in species composition results. In areas under Norwegian jurisdiction, thermal springs occur only in a few places on Spitsbergen.
nb|V5|Varm kilde|"Varm kilde omfatter åpen mark med sterk kildevannspåvirkning og som tilføres kildevann med en gjennomsnittstemperatur som er tilstrekkelig mye høyere enn årsmiddeltemperaturen i øvre jordlag i området til at det gir seg vesentlige utslag i artssammensetningen (JV∙a eller høyere). Innenfor området som omfattes av Naturtyper i Norge er varme kilder bare kjent fra Svalbard, der et fåtall enkeltkilder er registrert. Jordvarmetilførselen gjør at varm kilde skiller seg fra alle andre natursystem-hovedtyper på land. Artssammensetningen i varm kilde skiller seg fra artssammensetningen i sterk kaldkilde i samme området fordi varmetilførsel er en av de aller viktigste faktorene for å regulere organismenes funksjon og begrense deres vekst. Mange arter har forekomster i varm kilde som ligger langt nord for det øvrige utbredelsesområdet sitt.\n\tVarme kilder er grunnkilder uten torvdannelse (KT∙1), som også kan beskrives som IO∙0a (overveiende uorganisk substrat til substrat med intermediært innhold av organisk materiale)."
en|V6|Wet snowbed and snowbed spring|Wet snowbed and snowbed spring comprises wetlands above and north of the timberline, characterised by shortened growing season due to prolonged snow cover and influence by spring water (see V4). This major type typically occurs near the bottom of slopes under late-melting snow patches that provide ample supplies of meltwater far into the growing season.
nb|V6|Våtsnøleie og snøleiekilde|"Våtsnøleier betegner mer eller mindre langvarig snødekt mark som tilføres smeltevann fra ovenforliggende snøskavler eller breer gjennom store deler av vekstsesongen. Høy markfuktighet og langvarig snødekning gir opphav til en artssammensetning med sterkt innslag både av snøleiearter og arter typisk for myr og kilde. Våtsnøleier er (stort sett) begrenset til lav- og mellomalpin bioklimatisk sone, der den lave produksjonen balanseres av relativt høy nedbrytning forårsaket av rikelige tilførsler av friskt smeltevann (og kildevann), som også kan forårsake bortvasking av produsert organisk materiale. Våtsnøleiene er derfor, i motsetning til myrer, ikke torvmarker og karakteriseres av lavt innhold av organisk materiale (IO) (IO∙0a). Dette er sannsynligvis hovedgrunnen til at våtsnøleiene har blitt betraktet som fastmarksvegetasjonstyper i vegetasjonsinndelingssystemene (Gjærevoll 1956, Fremstad 1997). Analyser av generalisert artslistedatasett B11 viser imidlertid at artssammensetningen i våtsnøleier har større likhet med våtmarkssystemer enn med fastmarkssystemer (NiN[2] Artikkel 2, kapittel B11)."
en|V7|Arctic permafrost wetland|Arctic permafrost wetland is dependent on permafrost, occurring only in the middle arctic tundra zone on Svalbard. This major type is found on level ground and in shallow depressions that are filled with stagnant water during thawing of the active layer. The water-table is level with, or situated just above, the moss layer for most of the summer. The vegetation is dominated by mosses and a few, specialised vascular plants that tolerate the combination of low temperatures, occasional freezing in ice and standing water.
nb|V7|Arktisk permafrost-våtmark|Arktisk permafrost-våtmark omfatter karakteristiske våtmarkssystemer i den mellomarktiske tundrasonen på Svalbard som er betinget av permafrost. Natursystem-hovedtypen finnes på flater og i forsenkninger i terrenget, der stagnerende vann samler seg og blir stående i eller like over mosesjiktet det meste av sommeren. Permafrostlaget ligger da som et betonggulv 30–40 cm under markoverflaten. Kombinasjonen av stående vann og iskald mark (temperaturen er omkring 0 °C hele sommeren) begrenser artsutvalget til noen få arter som tåler både vanndekning og tidvis innfrysing i is.
en|V8|Tidal and alluvial swamp forest|Tidal and alluvial swamp forest (see T4 for definition of forest) comprises swamp forests along lakes and seashores that are inundated during flooding events or spring tides. This major type differs from alluvial forest (T30) by the permanently waterlogged soil and from mire and swamp forest (V2) by being supplied with stagnant lake or tidal (limno-topogenous) water. In contrast, swamp forests receive minerogenous water.
nb|V8|Strandsumpskogsmark|Sumpskogsmark betinget av limno-topogen vanntilførsel (dvs. som oversvømmes av vann fra innsjøer og/eller havvann; VT∙a) har en artssammensetning som er betydelig forskjellig fra sammenliknbare systemer betinget av tilførsler av jordvann (NiN[2] Artikkel 2, kapittel B12). Slike skogsmarker er kjent som ‘strandskoger’ (Kielland-Lund 1981, Fremstad 1997), og finnes langs bredden av større innsjøer og ned i supralitoralbeltet på sterkt beskyttete steder langs kysten (innerst i lange, grunne kiler, etc.).
en|V9|Semi-natural fen|Semi-natural fen comprises open (treeless) peat-forming mires that are characterised by livestock grazing and/or haymaking, sometimes also clearance of shrubs and trees. The species composition resembles that of fens with similar lime richness and depth to the water-table. Hay-making fens tend to be more productive than comparable unmanaged fens, with higher cover of graminoids and herbs. Grazing fens tend to contain a distinct element of nitrophilous species. Traditional use of semi-natural fens for hay-making (cutting by scythe) required removal of tussocks, either by controlled flooding or physical destruction. Accordingly, extensive, almost plane lawns are a distinctive feature of intact hay-making fens. Use of fens for fodder collection decreased in the first half of the 20th century and ceased almost entirely after World War II. Few decades after abandonment, a hay-making fen will have lost its semi-natural character. The successional end-point (V1 or V2) has been reached when an uneven surface has been re-established and shrub and tree encroachment has taken place.
nb|V9|Semi-naturlig myr|Semi-naturlig myr omfatter torvdannende, åpen myr (karakterisert ved myrtorv, IO∙b¤) med klart preg av ekstensiv hevd (HI∙b–e), enten beiting eller slått (‘beitemyr’ og ‘slåttemyr’). Det som først og fremst kjennetegner artssammensetningen i V9 Semi-naturlig myr er økt grasdominans, ofte på bekostning av bunnsjiktsutviklingen. Slått fremmer gras og urter, mens beiting fremmer gras og arter som begunstiges av moderat tråkkforstyrrelse og svak nitrogengjødsling. En forutsetning for å kunne utnytte en myr som slåttemyr var at trær og busker ble ryddet og at myroverflata ble jevnet ut så myra kunne slås med ljå. Slåttemyrer i bruk er derfor åpne, har minimal variasjon langs LKM tørrleggingsvarighet (TV), og er dominert av fastmatter. I Norge opphørte myrslått de aller fleste steder i første halvdel av det 20. århundre, og myrslått drives nå bare som ‘museal hevd’. Når slåtten opphører gror slåttemyrene oftest igjen med kratt og trær, og overflata blir igjen mer ujevn som følge av tuedannende gras- og halvgrasarters dominans [f.eks. blåtopp (Molinia caerulea) og taglstarr (Carex appropinquata)]. Beitedyras tråkking medfører fysisk destruksjon av tuer og av strukturen i matter; men tråkk skaper også ny mikrotopografisk variasjon. Beitemyr inneholder derfor betydelig mer mikrotopografisk variasjon enn slåttemyr i bruk. Flekker med naken torv er vanlig i beitemyr. Etter opphør av bruk gror beotemyr raskere igjen enn slåttemyr fordi tråkksporene fasiliterer etablering av mange arter, busker inkludert (A. Moen, pers. medd.).
